name,subject0,subject1,subject2,subject3
Larry Collins,9.8,0.4,5.3,0.0
Joseph Roden,0.6,10.0,9.2,5.6
Gloria Nadal,0.4,6.8,7.1,10.0
Marie Burt,6.9,5.3,5.2,10.0
Helen Wong,2.2,9.3,0.6,4.8
Murray Sterling,5.8,10.0,8.4,10.0
Mabel Patterson,8.9,7.7,7.8,9.3
Margaret Morley,10.0,3.4,5.6,1.3
Harry Bautista,10.0,7.2,7.8,9.5
Anna Sultzer,6.4,7.6,10.0,2.8
James Miller,4.3,6.8,4.6,5.3
Amy Ly,5.5,1.7,0.6,8.9
Michael Tidwell,8.7,3.6,4.2,2.7
Lisa Correa,1.1,0.7,9.2,3.8
Charlotte Allred,8.3,10.0,4.7,5.3
Michael Pina,0.9,4.1,5.8,4.3
Joe Sharp,4.9,4.8,3.5,6.6
Mary Rogers,1.7,10.0,5.8,1.1
Rico Matelski,0.2,2.6,0.7,6.7
Steven Holton,0.7,3.3,7.7,9.3
Bradley Kahola,2.3,0.0,0.5,6.8
Violet Valdez,3.5,5.9,3.9,8.1
Vinnie Campbell,6.1,6.7,1.3,0.2
Lana Woodson,5.6,5.3,2.6,6.8
Paula Nunez,10.0,2.5,8.4,0.1
Martha Beckum,2.0,6.8,3.5,8.4
Kent Vega,2.0,2.7,10.0,10.0
Brett Dozier,0.4,6.3,4.5,10.0
Florence Martinez,8.6,7.2,4.6,7.6
Penny Stockdill,7.7,1.4,10.0,5.1
Henry Vigne,0.2,2.2,4.2,3.9
Craig Becker,2.6,5.4,2.3,2.4
James Cline,3.7,10.0,0.7,9.9
Danny Tipton,4.2,1.0,1.3,8.3
Iris Slenker,10.0,3.8,3.5,4.9
Jesse Weir,6.4,1.6,9.0,1.6
William Simpson,9.9,1.0,2.8,3.9
Judy Briggs,9.0,7.9,8.7,1.5
William Chase,1.2,4.3,0.8,9.4
Nina Purdy,0.7,3.3,8.5,3.5
Kurtis Steenbergen,3.8,9.2,7.3,0.0
Samuel Rogriguez,1.3,1.2,3.7,2.3
Frank Dziuk,3.2,0.6,1.2,3.3
Kerry Faust,3.4,5.6,3.2,7.8
Brett Mchenry,9.2,3.8,1.7,0.6
Cortez Bowen,1.9,4.9,0.8,8.4
David Canta,8.4,3.5,5.4,5.5
Albert Young,6.7,0.0,6.3,5.9
Johnny Tyson,1.9,0.0,9.5,3.4
Joyce Rowland,5.6,9.4,5.8,5.6
Alex King,6.2,7.9,2.6,6.6
John Freeman,6.0,7.8,6.7,1.5
Pete Atkins,1.0,10.0,7.9,2.2
Charles Johnson,3.9,9.8,8.4,10.0
Magen Olivo,4.0,8.5,2.9,8.6
Bridget Bergman,5.1,7.1,4.8,2.2
Ernest Conrow,5.0,7.8,5.0,9.8
Michele Jensen,10.0,10.0,6.6,0.9
Roy Rader,4.6,0.7,3.2,4.8
Beverly Davis,0.1,4.4,5.6,9.3
Scott Chambers,0.7,9.3,9.7,10.0
David Wright,6.8,2.3,7.2,3.2
Lucas Peduto,8.5,1.6,8.0,3.1
Barbara Cook,10.0,3.6,9.0,0.0
Leona Gregory,7.3,4.7,2.8,9.1
Larry Blossom,4.6,1.6,1.4,8.7
Robbie Mendez,8.8,5.9,1.8,1.8
Steven Gosselin,2.1,8.9,5.0,8.7
Linda Hendrix,7.3,6.4,3.2,5.7
Marie Sheldon,0.8,10.0,4.8,10.0
Linda Thomas,3.0,1.8,1.8,7.6
Crystal Diaz,2.2,5.4,10.0,8.1
David Lujan,6.8,10.0,0.5,0.8
Alex Underwood,5.0,5.8,0.6,4.3
Dianna Parker,0.7,3.9,1.2,2.2
Terri Southern,0.8,5.5,3.8,0.5
John Shirley,9.8,1.7,9.1,4.0
Jerome Wideman,6.7,1.8,2.7,8.0
Karen Shipman,8.9,3.9,3.7,6.6
Frank Hunter,4.8,8.8,2.7,9.0
Susan Lander,9.4,8.5,10.0,4.8
Betty Scott,6.7,7.3,2.2,6.0
James Planas,1.6,2.9,1.6,10.0
Robin Forrest,9.0,2.3,7.2,7.0
Virginia Graham,6.4,8.2,9.3,4.4
Tracy Kolter,6.4,3.2,1.2,5.2
Carrie Orr,3.0,2.8,10.0,6.3
David Garner,10.0,10.0,3.3,6.5
Kathryn Rhodes,1.6,8.8,4.1,6.6
Lois Crawford,6.8,10.0,0.5,2.3
Ellen Straton,6.9,9.7,4.9,8.0
Spencer Maxwell,3.4,10.0,1.0,9.4
William Pimentel,2.2,4.0,7.1,10.0
Mary Deleon,1.6,4.5,2.3,4.2
Joe Blackmon,0.2,3.3,6.0,2.9
Houston Ernst,7.6,0.4,9.6,1.5
Jane Holt,2.9,10.0,8.9,2.2
Jeffrey Velasquez,6.4,9.0,8.9,8.9
Richard Spiegler,2.4,4.5,10.0,3.4
Timothy Miller,8.2,2.4,8.4,4.5
James Smith,0.5,6.7,1.6,4.5
George Southern,7.5,2.5,1.9,5.8
Thomas Nevels,5.2,9.2,4.3,2.8
Maria Calbert,8.8,10.0,1.0,9.4
Petra Orlando,2.4,4.7,5.2,9.8
John Hammons,6.5,2.0,5.3,3.5
Janet Carlson,4.6,7.7,7.2,4.9
Mayra Gilliam,0.4,10.0,4.4,10.0
Patricia Jones,0.6,5.5,2.9,7.1
Joshua King,7.9,3.3,3.3,9.3
Brian Duck,7.6,3.3,5.3,7.8
Richard Christopher,6.0,4.2,10.0,10.0
Jennifer Wible,2.1,6.6,1.4,6.9
Jeanne Frost,8.3,6.5,4.0,3.8
Ronald Ruelas,6.6,9.4,2.9,0.7
Gary Cooke,9.4,4.1,0.9,5.2
Linda Strode,3.0,10.0,3.4,9.3
Sheryl Hall,0.8,0.3,2.9,1.1
Carolyn Losh,0.9,9.8,2.1,4.3
Robert Colgan,9.5,0.0,5.3,0.5
Richard Coutermarsh,0.5,8.1,0.6,0.9
Barbara Cordial,5.6,10.0,1.9,2.5
Anthony Faber,9.5,9.3,2.4,0.6
Joseph Armstrong,6.5,8.9,7.3,0.8
Jessie Johnson,4.3,2.4,0.3,9.7
Brain Payton,10.0,4.9,1.0,0.9
Ryan Bernardini,1.6,5.8,10.0,7.1
Juanita Lopez,2.9,2.6,1.5,6.3
William North,4.1,8.1,3.7,10.0
Joseph Stafford,0.3,0.1,3.0,6.9
John Townsend,0.6,3.6,2.6,2.0
Victor Otoole,10.0,8.1,6.8,8.2
Adam Jackson,2.9,10.0,2.1,9.1
Alan Murdock,8.8,4.3,8.7,8.2
Deborah Brantley,10.0,2.9,2.8,6.6
Carol Epps,4.8,4.7,7.3,2.7
Sarah Leblanc,7.5,1.3,8.3,8.1
Lisa Kennedy,4.8,5.9,5.8,6.9
Robert Williams,4.1,3.5,4.6,4.1
Pedro Montgomery,6.2,7.6,10.0,2.8
Anglea Bullard,10.0,6.5,0.5,4.0
Jeffery Brown,7.3,7.9,4.5,0.2
Marshall Scherr,0.5,8.4,10.0,2.8
Joseph Boothby,1.7,1.3,4.2,1.5
Paul Carr,3.8,0.9,4.7,7.5
Jerry Calisto,5.6,5.5,0.7,4.9
Anna Otoole,7.8,7.7,9.4,2.3
Rosie Harmon,7.9,9.4,0.4,2.0
Jesus Holcomb,4.3,7.9,10.0,10.0
Jeanne Borne,10.0,5.4,6.1,9.4
John Aguilar,7.5,9.1,0.0,6.2
Odell Davis,9.5,3.8,4.2,10.0
Philip Brown,0.6,10.0,2.5,8.0
Donna Coke,1.0,1.1,3.6,8.1
Harold Greer,9.8,0.9,4.1,6.9
Jorge Curci,7.2,5.4,8.9,9.0
Samuel Acosta,3.4,1.9,3.5,5.3
Norma Rainer,8.2,0.0,5.4,6.5
Michael Ellison,0.2,10.0,9.7,8.8
Archie Doonan,4.8,1.0,4.4,9.4
Dawn Harper,8.6,10.0,7.2,0.5
Mary Bullock,2.0,3.1,0.3,0.9
Allen Castro,4.6,8.8,4.4,10.0
Mary Solares,7.7,5.2,7.1,1.5
Manuel Bells,9.4,9.5,4.1,0.0
Thomas Baley,2.0,2.2,10.0,10.0
Christina Hines,5.5,5.5,6.0,9.1
Michael Snow,8.2,5.6,4.9,0.1
Charles Kinney,10.0,10.0,3.6,7.2
William Minor,8.0,3.4,3.6,8.5
Heidi Garcia,5.6,6.5,3.3,6.1
Anthony Scott,0.2,3.7,6.0,0.6
Michael Rowen,1.9,3.4,5.9,3.6
Rachel Rivas,3.0,8.9,6.0,9.5
Randal Saucier,9.3,9.7,2.9,5.4
Wayne Roberts,10.0,5.1,1.8,4.0
Joseph Kluender,0.5,6.3,2.5,4.2
Bessie Andersen,0.2,10.0,5.6,4.1
Tera Mandich,6.1,9.2,5.9,1.2
Bonita Earing,7.6,2.1,7.9,7.0
Shawn Hilts,9.0,3.6,0.6,8.6
Everett Garrett,9.0,8.4,10.0,4.7
Jennie Jacobson,5.7,9.9,4.5,7.6
Russell Kean,2.1,0.0,10.0,1.7
Benedict Juariqui,8.4,7.9,10.0,1.2
Gale Hanes,8.7,2.0,8.6,4.5
Lucille Daniel,5.5,8.0,0.2,4.8
Christopher Shaw,9.7,6.4,8.1,4.1
Scott Jones,5.5,3.6,8.2,9.2
Rosalie Scott,4.7,5.5,0.7,10.0
Mary Smith,6.6,4.9,8.5,9.9
Gordon Townsend,10.0,4.9,7.9,5.4
Terrence Hatcher,7.5,3.2,9.6,4.0
Charlotte Neal,4.1,4.4,9.5,10.0
Angela Herndon,3.7,9.9,3.0,0.9
Dina Piper,3.6,4.2,4.3,9.5
Roger Adamson,8.0,7.1,4.0,7.6
Thomas Rocha,10.0,6.9,9.4,4.5
Gregory Johnson,5.5,8.5,6.5,10.0
Debra Mcguinness,8.4,8.9,0.4,10.0
Eduardo Dugat,6.0,2.2,3.4,9.9
Elizabeth Mcnally,7.1,7.4,2.8,8.0
Ben Warren,9.6,5.1,5.2,7.5
Ruth Cipkowski,5.0,2.4,7.9,5.6
Michael Bevens,5.7,4.7,2.8,8.5
Charles Ponce,8.7,3.6,8.7,0.3
Constance Taylor,0.4,8.5,6.5,0.8
Ona Hadfield,3.7,2.9,3.6,0.0
Daniel Wilson,5.1,0.2,10.0,5.7
Jeff Williams,1.4,2.0,1.2,10.0
Arlene Mejia,5.0,7.1,10.0,8.2
Eloise Chatman,0.1,9.5,5.2,6.7
Amy Gouty,1.8,8.6,6.8,8.5
Ann Wheaton,6.6,4.7,4.7,10.0
Laura Graham,3.6,10.0,10.0,0.9
Mary Smart,2.0,4.6,3.8,2.8
Linda Murphy,1.1,4.8,0.7,1.3
Walter Mitchell,0.8,2.8,2.1,1.2
Wesley Morrow,4.4,7.0,6.3,4.9
Debbie Heavrin,5.9,9.2,0.5,6.8
Christina Tara,9.4,6.6,3.9,2.9
John Wood,9.5,5.2,5.4,2.5
Elsie Smith,3.2,1.6,7.9,4.0
Vickie Ramos,3.7,5.1,7.8,4.3
James Moyes,9.0,7.8,0.4,4.1
Kori Laramie,2.4,1.8,1.1,4.7
Elsie Sperling,4.8,7.0,4.4,3.5
Stephanie Booker,6.3,5.5,5.6,10.0
David Dunaway,1.4,4.9,10.0,10.0
Deborah Smith,0.2,10.0,9.7,8.4
Barbara Roberts,4.3,6.0,8.5,7.3
Robert Mcdonald,2.8,8.8,5.1,10.0
Timothy Lentz,1.0,4.9,0.4,1.0
Helen Belles,3.2,10.0,2.3,6.1
Evelyn Gonzalez,0.6,6.2,3.0,0.1
Howard Pillsbury,9.2,4.0,5.0,3.8
Lisa Jordan,8.4,10.0,4.7,3.8
Allen Manzano,6.6,8.9,1.1,9.3
Ella Ellis,2.0,1.0,6.5,0.4
Alva Chapman,2.2,8.6,9.1,7.3
Reba Shunk,4.7,3.5,2.3,1.3
Dierdre Ouellette,6.9,4.6,4.2,7.7
Robert Tyrone,9.0,6.9,5.7,3.4
Mary Jendras,0.1,2.6,0.2,6.6
Johnny Jackson,7.1,8.2,10.0,9.2
Erika Koerner,3.2,4.3,1.0,0.6
Frank Gardner,10.0,0.6,7.0,5.3
Juanita Klein,7.2,10.0,3.5,6.9
David Ross,8.8,10.0,5.1,1.7
Linda Doe,3.0,2.4,5.6,0.8
Karl Mitchell,6.0,10.0,0.2,2.3
Eula Delgado,8.6,1.3,4.6,2.1
Brenda Joseph,4.5,10.0,6.8,0.1
James Mcgary,3.9,5.4,1.1,7.9
Randy Rhyne,2.4,5.1,7.8,8.8
Arnold Eison,4.8,1.3,3.0,0.2
Ramona Lafrance,8.0,5.4,9.3,2.4
Robert Lang,3.6,10.0,10.0,7.8
Brian Craig,2.5,1.6,10.0,7.3
Ronnie Paquette,9.7,4.5,6.5,4.3
Tony Gutierrez,8.3,1.6,7.4,5.1
Halley Stockton,3.2,10.0,3.8,9.7
Mimi Israel,1.8,4.6,0.0,0.3
Michael Pelletier,0.7,9.3,2.9,4.6
Timothy Morton,9.6,9.5,8.5,7.2
Thomas Smith,3.4,7.4,0.2,2.3
Steven Gallian,8.7,3.9,5.1,6.4
Jeffrey Canada,1.5,1.0,8.7,8.5
Oscar Smith,9.8,6.6,3.3,9.1
Roseann Woodard,0.3,7.8,4.6,7.1
Mary Dahle,9.1,4.4,3.5,4.6
Keith Tufts,10.0,10.0,9.2,1.4
Gary Cobbs,7.6,2.4,7.1,7.1
Bob Busch,7.0,7.6,0.1,8.5
Glenn Hunter,3.2,2.0,3.6,9.7
Jarod Fuller,2.4,10.0,2.9,9.1
Joanna Oneal,8.5,10.0,8.0,3.2
Johnathon Price,4.6,1.6,0.4,5.2
Doris Finley,2.7,0.4,9.1,7.1
Robert Vonsoosten,3.7,3.0,3.5,5.0
Judy Dillinger,4.5,0.9,6.5,7.7
Sandra Dabe,5.5,8.6,0.3,4.5
Linda Wagner,3.6,4.5,7.8,9.6
Jason Ruiz,9.5,5.1,2.0,2.1
Tony Fernandez,8.2,5.4,3.7,9.8
Linda Perry,2.8,5.6,9.8,5.6
Aaron Ashe,7.8,1.4,3.3,1.7
Eric Maddrey,7.3,6.1,2.2,1.5
Samuel Bixby,2.1,10.0,1.5,10.0
James Carr,3.4,6.9,1.6,0.4
Antonio Dumas,4.0,0.9,6.6,10.0
Gretta Norris,8.2,7.7,3.6,9.4
Robert Fleming,10.0,4.5,0.3,2.2
Maria Sadan,0.5,1.1,3.2,8.4
John Wright,0.5,8.1,2.2,7.1
Jose Madden,7.8,5.2,8.6,9.0
Barb Ventura,7.6,3.5,2.0,7.7
Jeanelle Cornejo,6.7,3.6,8.2,5.5
Diana Fain,4.6,6.8,5.4,0.4
Carolyn Morrow,0.6,9.6,2.3,5.1
Evia Sevick,1.4,10.0,9.6,4.9
Laura Clark,1.1,10.0,9.7,7.8
Lou Keenan,0.6,0.2,5.9,6.6
Thomas Roberts,4.0,1.4,2.1,1.0
Jason Song,3.1,5.0,6.1,3.1
Kenneth Clark,6.9,4.5,8.2,10.0
Alice Cox,2.7,6.4,3.4,8.6
Donald Remillard,4.7,6.1,2.3,1.9
Leeann Payne,6.9,4.4,5.5,6.9
Henry Torres,8.4,2.1,0.1,5.0
Fred Bielinski,9.2,0.3,4.8,6.7
Carol Bonin,10.0,7.5,5.7,2.9
Joshua Camarillo,1.5,8.4,1.8,3.4
Erika Lee,7.5,5.2,6.3,3.4
John Proffitt,10.0,1.5,4.5,1.1
Catherine Elliot,8.0,9.1,5.0,8.2
Emily Marshall,3.9,2.8,3.4,6.5
Annalee Dorazio,0.5,4.0,10.0,9.9
Kevin Tanner,9.4,0.4,6.9,1.0
Tamisha Kuehl,2.9,5.0,4.7,6.3
Bobby Boughton,9.4,8.6,7.4,8.9
Hector Morris,4.4,8.8,4.7,1.1
Seth Mccurry,6.0,4.4,4.2,10.0
Lena Eichhorn,8.5,10.0,3.2,1.7
Patty Natale,9.1,3.9,0.2,8.1
Debbie Bowers,6.8,9.7,4.3,8.3
Pamela Roeger,1.3,1.9,9.3,1.9
Kenneth Feliciano,2.9,3.8,5.2,4.7
Lynette Kauffman,4.1,7.8,5.8,8.4
Elizabeth Brooks,10.0,3.7,10.0,0.7
Lillian Bates,2.0,0.7,3.0,3.6
Steve Beard,9.1,4.3,0.8,5.1
Glenn Buchanan,7.6,6.7,4.9,0.8
Sharon Sykes,3.4,8.8,2.2,3.3
Joyce Berber,2.2,8.0,2.0,1.4
Harry Queen,8.4,8.5,2.8,3.3
Vanda Villamar,8.4,7.1,2.1,4.3
Patricia Lindsey,0.6,2.9,0.6,0.8
Wesley Moreira,4.7,6.7,5.4,0.6
James Harrington,6.2,9.5,10.0,6.9
Kathleen Raya,2.1,5.0,0.7,0.8
Susan Breunig,7.5,10.0,8.9,1.6
Joseph Escobar,6.7,8.1,0.4,1.5
Debra Lunsford,3.6,9.4,9.9,9.8
George Emberling,7.5,2.7,1.7,5.3
Steven Lira,9.2,8.3,9.6,3.1
Grace Vega,2.7,0.6,4.9,5.0
David Solomon,3.8,10.0,3.4,8.2
Audrey Henderson,10.0,9.1,2.6,9.6
Richard Sandberg,2.9,8.2,3.4,8.7
Angel Hughes,1.9,10.0,2.1,6.7
Kayleigh Baker,1.6,4.9,0.8,9.5
Darlene Whittaker,6.4,9.1,7.0,1.3
Corey Becker,4.5,0.2,3.5,8.2
Luis Ibarra,8.2,10.0,10.0,9.9
Shannon Brazile,0.5,0.2,8.6,4.9
Mercedes Knudsvig,1.0,8.8,8.4,8.1
Jason Herron,4.3,10.0,3.3,8.0
Jane Stroud,5.1,7.9,7.9,9.7
Kenneth Velez,6.1,2.4,3.0,3.0
Virginia Hunter,7.5,9.7,8.4,1.1
Jefferson Bransom,3.8,0.7,9.3,2.1
Jim Pendry,0.4,9.3,4.0,3.0
Rosa Wood,5.3,3.4,9.2,0.9
Helen Pagel,0.9,4.5,2.0,9.5
Galina Pennell,5.1,7.1,1.6,2.2
Gregory Jackson,4.0,2.9,6.7,5.7
Rogelio Kozak,3.8,7.8,6.6,4.6
Jeanne Henderson,5.6,5.1,7.0,5.9
David Sule,10.0,9.8,0.0,0.8
Gregory Brown,0.8,1.3,1.6,2.5
Perry Armstrong,7.9,10.0,7.0,4.1
Douglas Edgeworth,4.3,6.4,6.5,2.9
Louis Myers,3.5,8.8,3.3,1.3
George Carrington,8.1,8.9,2.9,8.0
Betty Miser,5.0,10.0,0.2,2.1
Alan Zucco,6.9,6.1,10.0,2.0
Eric Abramek,6.9,5.5,3.5,7.7
Rachel Robinett,9.0,7.9,7.2,10.0
Simona Creasey,1.8,0.8,9.6,3.1
Victoria Christie,2.5,5.5,3.7,6.3
Crystal League,10.0,0.1,9.9,5.2
Luella Cook,4.9,7.8,3.2,2.6
Joseph Torres,4.4,4.5,7.5,10.0
Erik Baird,4.1,3.9,9.9,8.7
Charles Riding,10.0,0.1,1.4,8.3
Britany Hocutt,9.1,4.9,1.6,0.4
Daisy Uran,7.2,3.4,5.3,4.7
Maria Knoll,1.5,5.5,2.1,6.7
Richard Keeling,6.8,9.6,0.8,5.3
Phil Wedlow,4.3,0.3,9.0,6.1
Andrea Marcinkiewicz,10.0,8.2,7.1,4.0
Tracie Clowney,10.0,2.1,5.9,5.0
Wallace Seaman,3.0,3.4,2.6,8.3
Craig Saucedo,3.8,4.8,3.0,0.3
Richard Flowers,10.0,9.6,9.7,10.0
Debra Jackson,3.3,9.2,1.6,9.7
Lance Gonzales,2.6,10.0,7.2,6.6
Scott Willis,6.7,1.1,8.7,5.5
Nancy Brown,3.2,6.8,10.0,7.7
David Bowen,4.9,4.2,5.5,6.3
Rhonda Reyes,6.5,9.7,10.0,6.6
Dawn Vanduyn,10.0,1.2,2.4,9.6
Petra Green,8.9,7.2,2.5,8.5
Patricia Janes,5.3,7.7,5.2,3.4
Lynn Gonzalez,1.6,4.5,1.9,1.8
George Belkowski,7.0,0.9,5.7,5.1
Mary Gemmill,9.5,4.9,5.9,2.5
Barry Kennamore,6.3,6.7,9.3,9.1
Robert Merrett,4.1,4.6,7.8,2.3
Jason Fallon,9.4,9.3,6.5,4.7
Edna Valenzuela,6.0,3.6,8.8,5.3
Kelley Peck,1.4,5.9,2.9,6.0
Leslie Jackson,7.5,7.1,1.0,10.0
Michael Bohne,3.6,4.2,8.4,7.8
Cynthia Hessler,5.3,0.3,7.2,4.2
Brian Price,8.3,3.2,8.3,0.8
Cleo Ferris,7.7,1.2,3.6,0.0
Deborah Gilbert,5.2,3.9,8.9,9.1
Adam Bradford,0.0,0.5,7.2,7.6
Erik Thomas,3.1,6.5,1.3,0.7
Angela Hodge,8.5,1.5,5.0,7.9
Myrtle Jean,3.5,9.1,9.5,9.8
Tera Hall,6.2,5.9,3.2,4.0
Violet Evanoff,5.9,1.9,5.1,1.6
David Carrico,2.3,5.2,4.4,10.0
Wesley Clemmer,3.5,8.9,9.1,5.3
Marilyn Bell,2.3,3.5,5.0,4.1
Nathan Rotondo,2.4,9.1,3.6,0.6
Marla Rowell,2.4,3.5,1.7,7.9
Mabel Marshall,3.9,8.9,7.6,6.4
Robert Haycraft,4.1,3.8,4.0,10.0
Richard Jones,1.5,5.6,3.9,1.8
Michael Dowell,7.4,7.8,0.1,5.7
Donald Blair,0.3,6.1,5.6,7.3
Andrew Reid,2.8,0.3,2.6,9.5
Roy Wrenn,7.5,4.0,10.0,1.0
Henry Chan,6.7,9.1,7.2,1.0
Jason Keith,5.3,8.6,10.0,8.5
Michael Davis,8.5,9.1,9.6,4.6
Dianne Varela,3.5,8.2,2.1,3.7
Kimberly Gilbert,1.5,1.3,7.6,2.2
Lilian Kent,0.3,5.3,8.2,10.0
Ernie Waddell,10.0,5.0,8.4,9.4
Jermaine Dixon,3.5,2.2,5.2,1.6
Charlie Moran,10.0,0.9,1.9,8.1
Brian Smith,10.0,2.7,7.0,1.2
Katie Turner,10.0,1.2,10.0,8.8
Karen Hill,6.5,1.1,6.7,2.7
Gloria Yarbrough,7.7,9.2,2.7,0.7
William Langley,2.8,6.2,4.4,1.7
James Hummel,1.9,10.0,7.2,6.1
Susan Hathaway,9.2,6.3,6.9,4.2
Kenneth Addison,2.2,4.3,6.2,8.1
Amanda Jordan,2.3,6.5,3.5,8.2
Michael Paniagua,0.8,1.4,10.0,6.8
Delicia Fowler,6.3,5.6,2.7,1.8
Sophia Jarrell,6.2,6.1,1.5,9.2
Earline Jenkins,5.0,7.6,1.1,4.3
Alex Alvarez,8.1,4.2,6.8,0.8
Mary Ballard,10.0,8.7,1.4,3.9
Virginia Glover,3.1,0.4,4.4,7.9
Steven Solis,10.0,10.0,5.6,5.3
Donald Richards,10.0,10.0,10.0,10.0
Debra Alexader,0.2,10.0,1.0,5.7
Sharon Bair,10.0,3.2,1.0,9.6
John Monro,2.5,6.4,8.4,7.6
Frances Sherrill,9.1,0.1,7.9,5.3
Angeline Addison,1.6,4.4,3.1,8.9
Willie Blue,5.9,8.3,4.6,8.4
Carol Shahan,8.6,1.3,0.1,1.9
Dorthy Heritage,4.9,0.9,3.1,8.3
Leslie Thomas,1.6,6.5,1.3,5.2
Sandra Hubbard,4.5,8.7,9.5,2.9
Susan Mbonu,9.0,8.9,2.8,3.0
Maria Robinson,0.7,1.5,10.0,5.9
Andrew Fisher,8.3,8.2,2.7,8.0
Craig Fenton,0.4,6.0,10.0,4.2
Frank Hunter,7.8,10.0,0.7,1.9
Nancy Holland,0.9,8.2,10.0,2.7
Darryl Ulibarri,5.7,7.9,9.5,6.1
Louann Harrell,4.4,10.0,4.9,7.9
Paul Moody,8.1,3.0,7.6,5.1
William Quintero,1.0,1.7,3.3,10.0
Heather Kidd,9.5,2.2,0.5,1.4
David Reinke,1.4,4.0,0.3,8.4
Kathryn Norris,7.3,9.3,10.0,10.0
Alison Khalid,10.0,7.1,1.4,2.0
Ken Carr,3.6,0.6,2.3,4.2
Charles Payton,5.6,5.9,0.0,4.1
Ronnie Burkey,0.5,10.0,6.6,9.8
Phylis Cook,1.8,4.9,7.4,10.0
Clarence Mcfadden,2.3,9.9,7.3,9.8
Barbara Johnson,10.0,8.4,3.2,6.5
Grace Nelson,6.3,8.9,4.0,10.0
Alma Simmons,9.8,9.1,5.0,8.2
Timothy Vega,3.6,2.1,3.3,0.6
Marvin Lopez,10.0,2.6,5.5,6.2
Mildred Brodowski,7.2,9.8,6.8,7.2
Malinda Anderson,7.9,1.6,1.8,5.2
Heriberto Alexander,2.4,10.0,8.0,2.6
Ethan Adams,2.8,10.0,5.1,6.6
Catherine Pickel,10.0,1.0,2.0,9.9
Marie Morris,0.9,2.7,4.6,0.3
Hugh Muldowney,5.1,8.4,5.7,4.8
William Vasquez,3.3,8.2,5.3,8.4
Nathan Morey,5.8,6.9,4.6,6.9
James King,9.5,6.1,3.1,9.0
Margaret Maxcy,7.1,9.9,5.3,8.2
Dianne Jung,2.9,1.5,2.3,7.6
Alison Fouch,6.5,5.4,10.0,10.0
Emily Humiston,8.4,5.9,0.1,2.1
Marie Hawkins,8.8,5.6,5.5,5.8
Valerie Schmidt,7.9,5.7,2.0,8.7
Tanya Marsh,10.0,5.0,1.2,4.3
Frank Frazier,1.2,1.9,4.2,7.2
Margaret Crabb,1.3,4.6,3.7,6.4
Ryan Little,7.9,6.2,3.8,5.2
Joshua Parks,1.8,9.1,9.8,5.2
Rosaria Cantu,7.3,5.5,4.4,6.5
Manuel Cabral,9.8,3.6,3.8,8.2
Carlos Opatz,10.0,4.7,7.7,0.3
Elvira Bonnette,8.9,1.6,2.2,0.9
Richard Bess,8.9,4.8,10.0,9.1
Margaret White,8.4,8.1,7.2,8.9
Jessica Roush,10.0,9.4,7.5,0.2
Barbara Blackwell,0.3,8.4,5.8,1.0
Brian Meyer,0.2,6.8,0.5,7.7
Lori Lassiter,2.4,4.8,9.8,0.3
Edna Bradbury,1.9,1.0,8.6,9.6
Virginia Williams,9.7,9.2,6.3,7.2
Cora Wright,4.9,6.1,6.3,2.0
Irwin Norman,7.7,7.8,10.0,9.4
Kelly Rippee,4.7,2.5,4.0,5.2
Jeffrey Whitten,4.7,9.6,2.4,1.0
Rick Rock,7.6,2.8,0.7,2.2
Robert Mcdaniel,6.6,9.8,6.3,0.4
Chiquita Osman,2.6,5.1,5.6,0.1
Armando Davis,9.2,5.0,6.5,1.8
Maureen Cole,4.2,6.2,5.9,0.6
Elizabeth Hanrahan,0.4,9.1,9.5,6.6
Rose Millerbernd,0.5,7.4,0.8,1.4
Fabian Tedrow,3.8,9.3,9.7,4.6
Donald Walson,9.3,4.1,2.9,10.0
David Dean,1.0,3.6,5.6,2.2
Sheldon Jones,5.5,10.0,7.3,2.4
Sandra Hays,9.4,0.5,10.0,4.0
Lourdes Uplinger,3.0,0.4,1.5,8.5
Freeda Oshima,0.3,5.2,0.2,10.0
Maxine Coleman,4.9,0.6,2.2,7.6
Brooke Jackson,8.5,7.4,10.0,0.6
Gregory Davy,8.1,5.9,8.5,9.4
Laveta Miller,5.9,0.8,7.2,9.7
Michelle Lim,9.1,9.2,5.6,8.5
Herbert Hogan,2.6,3.9,1.0,4.0
Jeremy Sprenkle,2.6,6.4,1.4,6.0
Ben Haney,2.0,10.0,6.6,6.7
Julia Barash,9.8,4.9,0.3,6.0
Veronica Kipp,8.3,5.6,6.3,8.5
Grace Bower,0.8,9.7,9.1,10.0
Kathleen Shields,5.5,1.7,2.1,6.4
Ivan Giordano,3.4,8.5,2.6,2.1
Patricia Winters,1.5,10.0,4.0,5.4
Maureen Hudson,6.5,6.0,9.2,9.9
Marion Brodie,3.3,1.2,10.0,9.7
Rebecca Johnson,1.9,9.5,1.9,1.0
Becky Ackles,3.5,9.3,5.2,10.0
Adrian Vanhoy,1.6,8.0,5.2,7.7
Joseph Angelo,1.3,2.9,8.5,10.0
Marlene Stiger,5.6,10.0,7.1,2.5
Shawn Mccoy,4.3,4.8,7.5,10.0
John Ousley,6.6,0.4,2.5,5.6
Kevin Calderon,6.9,5.2,10.0,7.7
Richard Garza,8.3,1.5,4.5,2.0
Stephanie Cameron,3.1,7.1,4.6,2.2
